"Geno","Location","TRS_kg_per_Mg","CYMg_per_ha","Population","Dia","Brix","Fiber","SW_kg","Sucrose..","Moisture","Pol..Reading","Purity"
"HB07-3114-5","Light",56.2039486527637,52.8728059986479,168394.366334091,13.5803331193475,11.7855756447644,28.8139383818233,0.303869440738557,8.55482723488353,64.1639554467644,35.6004683229785,70.4853245654926
"HB07-3114-8","Heavy",60.0766114976902,38.0095503796065,113955.174465821,14.6806998955664,12.7359769868154,30.7301182247007,0.353259282489132,9.49561595065209,62.1279911099912,38.9317485408089,72.1153422541403
"HB07-3114-8","Light",55.2366863489478,33.8756579695076,90927.2026825372,14.6472532791959,11.9004475401475,28.2881297595832,0.333039330475952,8.4943341466599,64.5943935598218,35.3624797219792,69.3316246454909
"HB07-3114-9","Heavy",49.0742639068748,68.4566157147624,179351.499612124,14.0902068139124,11.6487201791635,24.4353296814496,0.375152421374558,8.14948381070061,67.5428182770482,33.1095886051863,67.0784342655426
"HB07-3114-9","Light",57.4908042321066,58.982304867997,136312.786602152,15.425298556707,12.3663839341155,24.0029520836236,0.459087714305707,8.84297528200679,67.4716064360111,36.884922660564,69.8124636838008
"HB07-3115-7","Heavy",49.6556577833579,53.0269513936849,165785.669181622,14.0900872018649,12.9958123229556,25.3433572012831,0.297415593879961,8.59398924251468,65.5649470852729,35.8841149692194,63.5471297220058
"HB07-3115-7","Light",52.9450539089058,30.8240082203502,98240.7454165299,14.3656993269805,12.6652144254245,21.0170374566972,0.332995142256444,8.51024591243271,69.4149264861689,35.5626983249298,65.2664384152325
"HB07-3261-1","Heavy",90.5052947508982,23.9050837869626,179271.452572622,11.5910386141103,17.9199573746054,19.4843331731947,0.141811632589798,13.8359397275488,66.3726289111651,58.561191727833,74.9229893655709
"HB07-3261-1","Light",69.2822522506846,30.0760624668815,282688.719481987,10.2729165147233,14.9139404837661,18.6896472665019,0.108937830305968,10.6774674825327,69.5264801301156,45.001853604738,70.4196381727338
"HB07-3261-8","Light",59.4503418766766,22.1198539024238,114326.774755196,9.89774361350892,13.1754058125053,21.1574928165526,0.145906465526753,9.24985371405216,69.1665049113552,38.6929599896214,68.4838110784693
"HB07-3329-3","Heavy",77.178444571524,84.9218003838209,164055.150611132,16.2583789987267,15.5101460914364,20.9102996482094,0.533555613240626,11.883892647803,67.5981433383654,49.3360693299907,74.0199842251619
