"Genotype","TRS_kg_per_Mg_BLUP","CYMg_per_ha_BLUP","Population_BLUP","Dia_BLUP","Brix_BLUP","Fiber_BLUP","SW_kg_BLUP","Sucrose.._BLUP","Moisture_BLUP","Pol..Reading_BLUP","Purity_BLUP"
"CG 96-52",116.607235136068,50.960210961894,90711.7042863724,16.1282560828233,19.6729046884603,13.9459895937858,0.606334911609145,16.4695886667315,69.2725269817221,71.0681552799327,82.3053516649396
"VCP 97-127",89.473821318945,46.8630974939842,67957.6716023969,20.9254389938945,17.0585700298208,15.6577459658702,0.595907926061405,13.181454114309,70.4588346312993,56.1502828086585,76.1548540680748
"HO08-717",119.080192188242,54.6426143495596,83588.2702078241,19.7863986350451,18.992780284201,12.6157622370629,0.640153582987696,16.4963856861579,70.7668444574965,70.8949168921419,85.529603233649
"LAROSE",102.159985791696,50.8473986435826,74010.7645398728,21.5525941349347,18.1580212145654,15.1405790981694,0.564503900864975,14.6829737889409,69.8239017376967,63.4027805361272,76.1348818594023
"RUCKARI",89.2806992334954,37.2666593400411,60465.461690402,17.3108183232393,16.7581994871152,13.0848690417452,0.487522714916103,13.0741003061399,72.348993955438,55.587643979558,77.0176262441055
"GI 4",62.7893690118599,42.5819559919704,108984.693283721,13.0397256018077,14.737171630376,17.5914500260594,0.26115552564708,10.0115339063238,70.9839828036559,42.5612552468689,63.1204851752332
"HB07-3023-2",43.2602444461188,52.3927155910522,103474.464745152,17.9665818282077,11.4481663573224,20.4220276155511,0.446204561086519,7.24394431125602,71.2599354813977,30.1808804715491,61.2152662477995
"3042-2",49.6242170271391,41.6146928775514,64870.1453153774,16.5294424908716,11.7135028069564,20.2366036853452,0.457492782943736,7.91322539527962,70.9621055402925,33.071209947737,64.286864061206
"CHINA",91.6545654830453,30.4004956159433,68719.1976487002,14.7474919542856,17.0603305973155,17.4336172647835,0.285908092161736,13.381753999676,69.027182157877,56.997638767802,77.363105471751
"MATNA",82.698402814414,25.0261934654505,45915.7638788044,15.3322705480861,15.6739759169663,17.5452465640962,0.372229568905137,12.1517405508673,69.8490140365643,51.5725016593904,75.3319751935742
"HO09-841",120.904956752925,59.232001773349,89320.9394129999,21.5452878318979,19.8242061981951,12.9480267288695,0.664169519982112,16.9065449065796,69.7543193661235,72.947850225894,84.1182334770858
"IS76184",69.5299794897013,50.4701895176762,111982.028501639,16.1749549512532,14.7736395184663,22.3538919144122,0.426893719806887,10.6576180933274,67.1525487271328,44.9165415494959,71.2818042496151
"HOCP09-810",121.097802334921,55.502860021554,77815.1701106079,20.8062155559352,19.7553030941954,12.6565295408667,0.725101632781706,16.9088768982467,70.0598682624554,72.9172139737354,84.5369361363862
"CP74-383",115.521386098905,61.7370209196161,75916.7133875371,22.9452655260819,19.1614412842925,11.4524638617805,0.84307872730538,16.2203344398938,71.3453286712863,69.7657336600801,83.4023843004118
"HOCP97-609",127.664494504968,64.1626306356319,81628.0039536101,22.1023245534531,20.4975170341863,12.823145790591,0.824636657408523,17.7324017924621,69.1112677021948,76.7734349935551,85.2702173971422
"YELLOWCAL",65.481382659826,35.1295830939611,36906.7679721996,28.8229256455911,14.7531253690933,12.722170622023,0.962768730208975,10.2824190221623,74.3914081559141,43.3045791362672,69.2945449747962
"HO16-9003",103.00434300854,65.8872609729617,160293.150153999,16.3530304344843,17.8721032949651,20.0216374086056,0.444661647550562,14.6777024583724,66.240314273485,62.734896467888,81.035777016167
"NG5755",88.4582554138688,61.16730768781,138189.175199314,15.300424312196,15.9319562653242,17.6600460680273,0.436743500185373,12.7557956248225,69.5361077562058,54.1671333190005,78.0618247194864
"NG77-147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NARGORI",96.6823361505262,29.5481400834774,62320.2978241151,15.0740528102415,17.4996913922532,14.4704537527129,0.383971798385331,13.9821071485471,70.6481904506276,59.7238658272147,78.4983418305914
"HB07-3023-1",52.527696393033,67.9407291456248,136705.238428326,18.6014716348826,12.4548076456938,23.3032035638127,0.549206316923611,8.39645573039451,68.1791512452858,35.1722685155705,64.9000204750168
"KALIMPONG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HB07-3114-3",53.4168244475633,52.2044908459273,131283.484575658,15.1199297488135,12.1855374612552,22.4303853441728,0.385182798674834,8.40563363203779,69.1158782867117,35.0234708839696,67.708017367966
"HB07-3022-1",84.8329962823156,43.9837290821226,164803.652834253,13.5519430620475,16.4616194738949,20.7338928356692,0.279280101976994,12.5758554112495,66.6695318066299,53.4109221398658,75.448893194123
"3041-3",48.470665462404,46.7181000203193,128570.906159758,14.5660251903621,12.1348817191572,24.5420628540507,0.339461549346937,7.94033481687626,67.5394222824505,33.0954286231161,64.184430781372
"HB07-3114-5",68.9828920862833,59.5153203790663,173292.831732747,13.6905398512008,13.0934760540292,29.1001461423362,0.340771008611129,10.1254528439069,63.1858062607004,42.4277029504614,74.9429649851388
"HB07-3115-7",55.1336836989527,44.4721202647653,117133.614056735,14.3435775050211,13.0013121901392,22.1923446518947,0.348525455450561,8.8078341396199,68.4491610327219,36.8971829392904,66.0362852275513
"3041-1",49.7940094428637,43.9874332908545,104303.011008797,16.2097916448371,11.506574510119,20.2372215536838,0.386180729049355,7.87100565416863,71.3096974749437,32.7331291296095,66.2439761093475
"K7-730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIJI47",77.6198229506776,41.1321741400477,61187.7321226743,24.2400201396156,15.8559389595469,9.46494875684814,0.847023834228137,11.7098048954648,74.9965937638554,49.609585687717,73.3439897714263
"CHUKCHE",86.6150588031442,36.064102318397,66890.399712554,17.2169289979579,16.3799750741786,13.8126836263276,0.435898686969442,12.7158499097261,71.9902890470776,53.971461955441,76.3306618941025
"UBDELNATAL",78.9841010439693,41.7468359165414,72311.0603624079,18.4086907680928,15.7848745589893,13.537487004222,0.49050477934747,11.8272111547728,72.8394140287629,50.0800167945818,73.908880812068
