"Geno","TRS_kg_per_Mg","CYMg_per_ha","Population","Dia","Brix","Fiber","SW_kg","Sucrose..","Moisture","Pol..Reading","Purity"
"HO00-06",80.7320371610023,81.1086240532965,141351.355615511,17.9708333337498,16.7129271459627,19.5013357093559,0.592060255119851,12.3632676347525,68.0233770354993,52.5481083505304,72.6284443217437
"HO01-008",91.4134807155907,99.5338424920468,140659.915767985,19.8458333337498,17.3519952807666,15.1434098503681,0.701229842923253,13.5430268840348,69.9808790171235,57.7381672197822,76.7958449083639
"HO01-025",84.7816742848729,61.9985042799195,121935.167534352,17.8458333337498,17.0034271335506,18.3418980977423,0.51755082579144,12.8248075457004,68.6044821469931,54.5999486166697,73.9234021850049
"HO02-113",92.5216774711981,80.8617922908926,217147.051175713,15.1541666674998,17.7096501325872,20.0754052872062,0.378795766440131,13.7513434370207,66.2518625934008,58.7280223718324,76.3498286752875
"HO02-144",95.595207484868,64.4313061041339,221595.099468761,13.3208333324998,17.7067732756451,19.4513088734073,0.287707184538015,14.0355706583194,66.5488813692725,59.9956105826692,77.0032465454583
"HO02-147",96.834962509421,33.1369941413668,194927.654900899,11.7499999987498,17.687690719187,18.2092784289862,0.173800497842926,14.1455236689184,67.8332708867932,60.3949420952686,78.7914595193757
"HO04-547",130.851248667533,79.8715902436699,95369.6359096746,23.9591758261269,20.8791752787491,12.6586951943312,0.936191369051615,18.2376870094192,69.1378226763524,79.0663379769457,86.0511487365221
"HO04-847",119.677301443602,77.076678133281,84964.0887485443,23.4277470709965,20.3541429301161,12.2264540484564,0.893022896636047,17.0430547045153,70.0242185388472,73.7214821964547,82.2568372834427
"HO04-9076",86.5015530007591,94.4980225556561,182780.752469088,15.6999999999998,16.525698878909,23.0782999659982,0.517840590584737,12.8465506248411,64.8174844760876,54.5605307159375,76.2932417303153
"HO05-961",115.019232043008,61.4863194883316,78412.0304947008,21.1125000012498,19.5129469820664,12.5247340846156,0.76192658606669,16.363269783646,70.3884609695559,70.4833297005618,82.5314644745167
"HO06-523",127.827442043496,72.5410866540153,97996.455373891,20.1958333337498,20.2918938758055,13.9809701138193,0.724312511837949,17.7835958628621,68.3382249741333,76.8891236067444,86.2450496458197
"HO06-530",107.183790865658,61.7081956638646,80411.7033283902,22.1499999999998,18.9294145004977,12.6918024449111,0.763106222448218,15.4654571982769,70.7586599281312,66.4289198420476,80.2875890468943
"HO06-563",124.918808088988,91.9231090400257,99398.3930312249,22.3041666662498,20.2923036440401,14.2972809809001,0.908360759959915,17.5105486245793,68.2291612429606,75.7025348529355,84.9068162596102
"HO07-3045-11",76.9226787925334,33.3517950187339,104339.635909675,13.5591758261269,15.3561848587491,21.8501144193312,0.302485028797449,11.6176524044192,66.5945121263524,49.1184829819457,73.7632137965221
"HO07-613",122.350230434407,64.738474771969,82261.8592826872,22.0749999999998,19.8147613075024,12.6716313532219,0.796812575046564,17.1346498055891,69.6829389361155,73.9378902761009,84.8410067747001
"HO07-617",124.109949300997,69.3929569568199,101117.348136467,20.5541666662498,20.3331893257958,12.3761365772491,0.657893221193134,17.4464388577392,69.6924085469954,75.429886870319,84.5114173209378
"HO07-9017",72.227448389103,78.7405921284851,193470.015815747,17.1208333337498,15.648008018843,23.8149734751889,0.413363723714559,11.2668960765682,65.1509285453425,47.7097044382257,69.7590696979668
"HO07-9027",70.3538618204901,72.3705131354407,144546.817910415,15.4291666662498,15.9542084140271,25.5563339485704,0.497116127652643,11.1797463444392,63.7303462697104,47.3832135619092,68.7810647270105
"HO08-709",115.944252319213,56.2617377951663,90054.4814986939,19.4208333337498,19.616328263046,14.0857915850241,0.624702209881484,16.4838590005334,69.1673296385787,71.0397686379991,82.5835182713604
"HO08-711",111.180309265736,48.6358790094444,77085.3630945546,21.9999999999998,18.7943518385505,11.2283973021076,0.630768923420641,15.7989921811679,72.0787313837164,67.86472820178,82.1977892670562
"HO08-717",117.779942642928,48.4541553912207,75739.9421719224,19.4689029685828,18.9629547342239,12.8141846881542,0.580382175317211,16.4616581804596,70.7802654531829,70.7163449042833,85.3796488805688
"HO08-9003",91.3347834426326,97.5154594662284,194255.193938289,15.5499999999998,16.7097854212582,19.5595985384202,0.506263914518822,13.3504784968195,67.1422256140051,56.7731305845914,78.2794705001898
